StringID,English_Translator,Screenshot,Notes,English,ChineseTrad,ChineseSimp,Japanese,Korean,Danish,Dutch,French,German,Italian,Norwegian,Russian,Spanish,Swedish,Turkish,Portuguese
TALENT_LAZY_SPLASH_DESC,Your powerful attacks leave flaming debris behind and inflict damage upon the next Titan.,,,Your powerful attacks leave flaming debris behind and inflict damage on to the next titan.,你強大的攻擊會留下燃燒的碎片並對下一個巨人造成傷害。,你强大的攻击留下了燃烧着的碎片，让下一个巨人也受到了伤害。,あなたの強烈な攻撃によって燃え盛る残骸が生まれ、次のタイタンにダメージを与えます。,강력한 공격으로 불타는 잔해를 뒤에 남기고 다음 타이탄에게 대미지를 입힙니다.,"Dine kraftfulde angreb efterlader flammende vragrester bag dig, som påfører skade på næste titan.",Je krachtige aanvallen laten brandende resten achter en brengen schade toe aan de volgende Titaan.,Tes puissantes attaques laissent des débris brûlants derrière toi qui infligent des dégâts au Titan suivant.,Deine mächtigen Angriffe hinterlassen glühenden Schutt und verursachen beim nächsten Titanen Schaden.,"I tuoi potenti attacchi lasciano alle spalle macerie fumanti, infliggendo danni al titano successivo.",De kraftige angrepene dine etterlater seg brennende vrakrester som påfører skade på den neste titanen.,"Ваши мощные атаки оставляют огненный след, поражающий следующего титана.",Tus potentes ataques dejan tras de sí escombros en llamas que infligen daño al siguiente titán.,Dina kraftfulla attacker lämnar kvar brinnande bråte och skadar nästa titan.,"Güçlü saldırıların, arkanda yanan harabeler bırakır ve bir sonraki titana da hasar verir.",Seus ataques poderosos deixam restos flamejantes para trás e causam dano ao próximo titã.
TALENT_LAZY_PETDMGOFFLINE_DESC,Your watchful pet guards you while you sleep. Increases offline pet damage.,,,Your protective pet guards you while you sleep. Increases offline pet damage.,在你睡覺時，你的寵物護衛會保護你。提升離線寵物傷害。,你的守护宠物在你睡觉时保卫着你。增加离线时的宠物伤害。,護衛ペットが睡眠中のあなたをガードします。オフラインペットのダメージがアップ。,보호 소환수가 당신이 잠든 동안 방어합니다.오프라인 소환수 대미지가 증가합니다.,"Dit beskyttende kæledyr passer på dig, mens du sover.Forøger kæledyrsskade, når du er offline.",Je beschermende huisdier bewaakt je terwijl je slaapt.Vergroot offline huisdierschade.,Ton familier protecteur veille sur toi pendant ton sommeil.Augmente les dégâts des familiers hors connexion.,"Dein Schutztier bewacht dich, während du schläfst.Erhöht den Offline-Tierschaden.",Le tue guardie animali ti proteggono durante il sonno.Aumenta i danni animale offline.,Kjæledyret ditt vokter over deg mens du sover.Øker kjæledyrskaden når du er offline.,Верный питомец охраняет ваш сон.Увеличивает пассивный урон питомца.,Tu valiente mascota te protege mientras duermes.Aumenta el daño que inflige la mascota mientras estás fuera del juego.,Ditt beskyddande djur vaktar dig alltid medan du sover.Ökar djurskadan medan du är offline.,"Koruyucu hayvanların, sen uyurken muhafızlık yapar.Çevrimdışı hayvan hasarını artırır.",Seu pet protetor cuida de você enquanto você dorme.Aumenta o dano off-line do pet.
TALENT_LAZY_OFFLINEG_NEXTDESC,x{0} Inactive Gold,,{0} is a multiplier. ie. x5 Inactive Gold,x{0} Inactive Gold,x{0} 閒置黃金,x{0} 非活动黄金,自動獲得ゴールド x{0},{0}배휴식 중 골드,x{0} inaktivt guld,x{0} inactief goud,P.o. hors connexion x{0},{0}x inaktives Gold,Oro inattivo x{0},x{0} inaktivt gull,Пассивное золото x{0},Oro pasivo x {0}.,x{0} inaktivt guld,x{0} Pasif Altın,x{0} Ouro inativo.
TALENT_LAZY_MELEE_NEXTDESC,x{0} Melee Hero Damage,,{0} is a multiplier. ie. x5 Melee Hero Damage,x{0} Melee Hero Damage,x{0} 近戰英雄攻擊力,x{0} 近战英雄伤害,近接系ヒーローのダメージ x{0},{0}배근접 영웅 대미지,x{0} nærkampshelteskade,x{0} mêleeheldschade,Dégâts des héros de CàC x{0},{0}x Nahkampfhelden-Schaden,Danni eroi corpo a corpo x{0},x{0} i nærkamphelteskade,Урон героя-передовика x{0},Daño cuerpo a cuerpo x {0}.,x{0} närstridshjältars skada,x{0} Yakın Dövüş Kahramanı Hasarı,x{0} Dano de herói de arma branca
TALENT_LAZY_PETDMG_NEXTDESC,x{0} Pet Damage,,{0} is a multiplier. ie. x5 Pet Damage,x{0} Pet Damage,x{0} 寵物攻擊力,x{0} 宠物伤害,ペットのダメージ x{0},{0}배소환수 대미지,x{0} kæledyrsskade,x{0} huisdierschade,Dégâts des familiers x{0},{0}x Tierschaden,Danni animale x{0},x{0} i kjæledyrskade,Урон питомца x{0},Daño de mascota x {0}.,x{0} djurskada,x{0} Hayvan Hasarı,x{0} Dano do pet
TALENT_LAZY_SPELL_NEXTDESC,x{0} Spell Hero Damage,,{0} is a multiplier. ie. x5 Spell Hero Damage,x{0} Spell Hero Damage,x{0} 咒語英雄攻擊力,x{0} 法术英雄伤害,呪文系ヒーローのダメージ x{0},{0}배마법 영웅 대미지,x{0} skade fra formularer kastet af helte,x{0} magieheldschade,Dégâts des héros magiciens x{0},{0}x Zauberheld-Schaden,Danni eroi incantatori x{0},x{0} i de magiske heltenes skade,Урон героя-мага x{0},Daño mágico x {0}.,x{0} besvärjelsehjältars skada,x{0} Büyülü Kahraman Hasarı,x{0} Dano de herói de feitiços
TALENT_LAZY_GOLDRATE_NEXTDESC,x{0} Gold Amount,,{0} is a multiplier. ie. x5 Gold Amount,x{0} Gold Amount,x{0} 黃金數量,x{0} 黄金数量,ゴールド獲得量 x{0},{0}배골드,x{0} guldmængde,x{0} goudhoeveelheid,P.o. x{0},{0}x Goldmenge,Totale oro x{0},x{0} inaktivt gull,Золото x{0},Oro x {0}.,x{0} guldmängd,x{0} Altın Miktarı,x{0} Quantidade de ouro
TALENT_LAZY_RANGE_NEXTDESC,x{0} Range Hero Damage,,{0} is a multiplier. ie. x5 Range Hero Damage,x{0} Range Hero Damage,x{0} 遠距英雄攻擊力,x{0} 远程英雄伤害,遠隔系ヒーローのダメージ x{0},{0}배원거리 영웅 대미지,x{0} afstandsskade for helte,x{0} schietheldschade,Dégâts des héros à distance x{0},{0}x Fernkampfhelden-Schaden,Danni eroi a distanza x{0},x{0} i langdistansehelteskade,Урон героя-стрелка x{0},Daño a distancia x {0}.,x{0} skyttehjältars skada,x{0} Menzilli Kahraman Hasarı,x{0} Dano de herói de longo alcance
TALENT_LAZY_MONSTERCOUNT_NEXTDESC,-{0} Titan Count per Stage,,{0} is count. ie.  -5 Titan Count Per Stage,-{0} Titan Count Per Stage,每關卡 -{0} 巨人數,x{0} 每关巨人数,各ステージのタイタン数 -{0},-{0}스테이지당 타이탄 수,-{0} titanoptælling per niveau,-{0} aantal Titanen per stadium,-{0} Titan(s) par secteur,-{0} Titanzähler pro Level,Totale titani per livello -{0},-{0} antall titaner per brett,Титаны за этап -{0},-{0} titanes por fase.,-{0} antal titaner per bana,Aşama Başına -{0} Titan Sayısı,-{0} Contagem de titãs por fase
TALENT_LAZY_MULTIMON_NEXTDESC,+{0}% Multiple Titan Chance,,{0} is percent amount.  ie. +40% Multiple Titan Chance ,+{0}% Multiple Titan Chance,+{0}% 機率出現數名巨人,x{0}% 多个巨人机率,複数タイタン出現率 +{0}%,+{0}% 다수의 타이탄 출현 확률,+{0} % chance for adskillige titaner,+{0}% kans op meerdere Titanen,+{0} % de chances d'avoir plusieurs Titans,+{0} % mehrfache Titanenchance,+{0}% possibilità di titani multipli,+{0} % sjanse for flere titaner,+{0}% к шансу появления нескольких титанов,+{0} % de probabilidad de varios titanes.,+{0} % chans till flera titaner,+{0} Çoklu Titan Şansı,+{0}% de chance de diversos titãs
TALENT_LAZY_AUTOADV_NEXTDESC,Inactive Stage Advance up to Stage {0},,{0} is stage amount. ie. +20 Inactive Stage Advance,Inactive Stage Advance up to Stage {0},+{0} 閒置關卡前進,x{0} 非活动时过关,非アクティブ時のステージ進捗 +{0},+{0} 휴식 중 스테이지 진행,+{0} Inaktiv niveau-oprykning,+{0} inactieve stadiumvoortgang,+{0} secteur(s) hors connexion,+{0} Inaktives-Level-Vorteil,+{0} avanzamento livello inattivo,+{0} fremdrift – inaktivt brett,+{0} к пассивному продвижению по этапам,+{0} de avance pasivo de fase.,+{0} inaktiva framsteg i banor,+{0} Pasif Aşama İlerlemesi,+{0} de avanço de fase inativa
TALENT_LAZY_SPLASH_NEXTDESC,{0}% Splash Damage,,{0} is percent amount.  ie. +40% Splash Damage,{0}% Splash Damage,{0}% 濺射傷害,{0}% 溅射伤害,スプラッシュダメージ{0}%,{0}% 스플래시 대미지,{0} % plaskeskade,{0}% spetterschade,+{0} % de dégâts de zone,{0} % Flächenschaden,{0}% danno radiale,{0} % sprutskade,+{0}% к урону по области,{0} % de daño de área.,{0} % områdesskada,%{0} Sıçrama Hasarı,{0}% de dano esguichado
TALENT_LAZY_PETDMGOFFLINE_NEXTDESC,x{0} Inactive Pet Damage,,{0} is a multiplier. ie. x5 Pet Damage,x{0} Inactive Pet Damage,x{0} 閒置寵物攻擊力,x{0} 非活动时宠物伤害,非アクティブ時のペットのダメージ x{0},{0}배휴식 중 소환수 대미지,x{0} inaktiv kæledyrsskade,x{0} inactieve huisdierschade,Dégâts des familiers hors connexion x{0},{0}x Inaktives-Tier-Schaden,Danni animale inattivo x{0},x{0} inaktiv kjæledyrskade,Пассивный урон питомца x{0},Daño pasivo de mascota x {0}.,x{0} inaktiv djurskada,x{0} Pasif Hayvan Hasarı,x{0} Dano do pet inativo
TALENT_ACTIVE_BURST,Magic Fusion,,,Magic Fusion,魔法融合,魔法聚变,マジックフュージョン,마법 융합,Magisk fusion,Magiefusie,Fusion magique,Zauberfusion,Fusione magica,Magisk fusjon,Магический синтез,Fusión mágica,Magisk fusion,Büyülü Karışım,Fusão Mágica
TALENT_ACTIVE_FIRETAP,Flame Touch,,,Flame Touch,火焰撫觸,火焰之触,炎の接触,불의 손길,Flammeberøring,Vurige aanraking,Toucher ardent,Flammenberührung,Tocco infuocato,Flammestrøk,Касание пламени,Toque ígneo,Eldberöring,Alevli Dokunuş,Toque de Chamas
TALENT_ACTIVE_MPREGEN,Magic Well,,,Magic Well,魔法高手,魔法之井,魔法の泉,마법의 샘,Magisk brønd,Magische bron,Puits magique,Zauberbrunnen,Pozzo magico,Ønskebrønn,Колодец магии,Pozo mágico,Magisk brunn,Büyülü Kuyu,Poço Mágico
TALENT_ACTIVE_HELPER,Heroic Might,,,Heroic Might,英雄威力,英雄之威,英雄的な力,영웅의 힘,Heltemodig magt,Heroïsche macht,Puissance héroïque,Heldenmacht,Forza eroica,Heroisk makt,Героическая мощь,Poder heroico,Heroisk makt,Kahramanca Kuvvet,Ímpeto Heroico
TALENT_ACTIVE_MPCAP,Mana Limit Break,,,Mana Limit Break,魔力界限突破,法力限制突破,マナ上限解放,마나 한계 초월,Manna-grænsebrud,Mana-limietpauze,Affinité magique,Manalimit-Brecher,Superamento limite mana,Managrensesprengende,Мана без границ,Límite absoluto de maná,Gränsöverskridande mana,Mana Sınırı Kırılması,Quebra de Limite de Mana
TALENT_ACTIVE_MIDAS,Midas Ultimate,,,Midas Ultimate,米達斯極限,终极米达斯,ミダスの奥義,미다스의 경지,Ultimativ Midas,Ultieme Midas,Attaque ultime de Midas,Midas-Überkraft,Potere finale di Mida,Ultimate Midas,Величие Мидаса,Poder definitivo de Midas,Ultimat Midas,Süper Midas,Midas Definitivo
TALENT_ACTIVE_MPSTEAL,Mana Siphon,,,Mana Siphon,魔力抽取,法力虹吸,マナ吸引,마나 흡수,Manna-dræn,Mana-sifon,Siphon de mana,Manaentzug,Risucchio di mana,Manasifong,Сифон маны,Drenaje de maná,Manatappning,Mana Hortumu,Sifão de Mana
TALENT_ACTIVE_CRITBOOST,Lightning Strike,,,Lightning Strike,閃電雷擊,闪电攻击,ライトニングストライク,전광석화 공격,Lynnedslag,Bliksemflits,Frappe foudroyante,Blitzschlag,Fulmine,Lynnedslag,Удар молнии,Golpe relámpago,Blixtslag,Yıldırım Vuruşu,Golpe de Raio
TALENT_ACTIVE_CLONE,Shadow Clone,,,Shadow Clone,闇影複製人,暗影克隆,影分身,그림자 클론,Skyggeklon,Schaduwkloon,Clone des ombres,Schattenklon,Clone d'ombra,Skyggekloning,Теневой клон,Clon sombrío,Skuggklon,Gölge Klon,Clone das Sombras
TALENT_ACTIVE_MPMONSTER,Manni Mana,,,Manni Mana,魔力瑪尼,曼尼马纳,マンニマナ,매니 마나,Manni-manna,Manni Mana,Manni Mana,Manni-Mana,Manni Mana,Manni-Mana,Мэнни Мана,Manni Maná,Manni Mana,Manni Mana,Manni Mana
TALENT_ACTIVE_BURST_DESC,"Drawing energy from your surroundings, the burst attack splits the earth and sky to deal destructive damage.",,,"Drawing energy from your surroundings, the burst attack splits the earth and sky to deal destructive damage.",爆發攻擊會從你的周圍吸取能量，接著炸開土地與天空，造成毀滅性的傷害。,从你周围吸取能量，然后爆发能分裂天地的攻击，造成毁灭性伤害。,周囲からエネルギーを吸収して放つ渾身の一撃。天地を割いて壊滅的なダメージを与えます。,주변으로부터 끌어온 에너지의 폭발력으로 대지와 하늘을 가르는 파괴적인 대미지를 입힙니다.,Udbrudsangrebet trækker energi fra dine omgivelser og skiller jorden og himlen fra hinanden for at tildele ødelæggende skade.,De stootaanval haalt energie uit je omgeving en splijt de aarde en de hemel om vernietigende schade toe te brengen.,"En puisant l'énergie de l'environnement, l'attaque concentrée fend la terre et les cieux pour infliger des dégâts dévastateurs.","Der Stoßangriff zieht Energie von deiner Umgebung ab und zersplittert Erde und Himmel, wobei er vernichtenden Schaden verursacht.","Assorbendo energia dai tuoi dintorni, questo attacco esplosivo devasta terra e cielo e infligge danni distruttivi.",Brakangrepet suger til seg energi fra omgivelsene slik at jord og himmel splittes og knusende skade påføres.,"Черпая энергию извне, вы разверзаете землю и небо и наносите сокрушительный урон.","Se concentra fuerza del entorno, lo que provoca un estallido que divide la tierra y el cielo e inflige un daño colosal.",Du drar energi från omgivningen och gör destruktiv skada med en urladdningsattack som klyver jorden och skyarna.,"Çevrenden enerji toplayarak yaptığın hasar patlaması, yeri ve göğü yararak yok edici bir hasar verir.","Obtendo energia de suas cercanias, o ataque em rajadas divide a terra e o céu para causar dano destrutivo."
TALENT_ACTIVE_FIRETAP_DESC,"Ifrit, the God of Fire, summons a fiery golem to aid you in battle, conjuring flames to inflict damage.",,,"Ifrit, the God of Fire, summons a fiery golem to aid you in battle, conjuring flames to inflict damage.",火之神伊弗列特會召喚一隻火焰魔像協助你戰鬥，製造出火焰來造成傷害。,火神伊夫利特召唤火系石魔在战斗中帮助你，施放火焰造成伤害。,炎の神イフリートがあなたの戦いを助ける火焔ゴーレムを召喚。炎を操ってダメージを与えます。,불의 신 이프리트가 불을 부려 대미지를 입히는 불의 골렘을 소환해 전투 중 당신을 돕습니다.,"Ildguden Ifrit hidkalder en ildgolem, der hjælper dig i kampen ved at fremtryller flammer for at påføre skade.","Ifrit, de God van het Vuur, roept een vurige golem op om je in de strijd te helpen, die vlammen tevoorschijn tovert om schade toe te brengen.","Ifrit, dieu du Feu, invoque un golem ardent pour t'aider en répandant des flammes qui infligent des dégâts.","Ifrit, der Gott des Feuers, ruft einen Feuergolem herbei, der dir durch das Beschwören von schadensverursachenden Flammen im Kampf hilft.","Ifrit, il dio del fuoco, richiama un golem infuocato per aiutarti in battaglia, evocando fiamme in grado di infliggere danni.",Ildguden Ifrit påkaller en ildgolem som hjelper deg i kampen ved å påføre brennende skade.,"Ифрит, дух огня, призывает яростного голема, который помогает вам в бою своим огненным уроном.","Ifrit, el dios del fuego, invoca un gólem de fuego que lanza llamas para ayudarte en la batalla.",Eldguden Ifrit åkallar en eldgolem som hjälper dig genom att skapa lågor som skadar fienden.,"Ateş Tanrısı İfrit, savaşta sana yardım etmesi için bir golem çağırır ve hasar veren alevler çıkarır.","Ifrit, o deus do fogo, invoca um golem ardente para ajudar você na batalha, conjurando chamas para causar dano."
